"YEAR","NTA2020","Pop1","MaleP","MdAge","Hsp1P","WNHP","BNHP","ANHP","OthNHP","MIncome"
2013,"SI0301",22151,47.83,43.1,10.39,80.32,1.69,6.05,1.55,76168.65
2014,"SI0301",22185,47.84,43.2,10.52,79.26,1.82,6.7,1.7,79940.58
2015,"SI0301",22218,47.85,43.4,10.65,78.2,1.95,7.35,1.85,79293.43
2016,"SI0301",22252,47.86,43.6,10.78,77.14,2.08,8,2,74853.57
2017,"SI0301",22286,47.87,43.7,10.91,76.08,2.21,8.65,2.15,85979.46
2018,"SI0301",22320,47.88,43.9,11.04,75.02,2.34,9.3,2.3,88190.7
2019,"SI0301",22354,47.89,44,11.17,73.96,2.47,9.95,2.45,79025.77
2020,"SI0301",22388,47.88,44.2,11.27,72.91,2.6,10.57,2.66,91936.39
2010,"SI0302",52868,48.25,41.4,7.75,87.48,0.42,3.33,1.02,85530.03
2011,"SI0302",53051,48.29,41.7,7.95,86.72,0.42,3.72,1.19,86064.44
2012,"SI0302",53234,48.28,41.9,8.2,85.94,0.44,4.14,1.28,87216.78
2013,"SI0302",53417,48.27,42.2,8.45,85.16,0.46,4.56,1.37,84963.4
2014,"SI0302",53600,48.26,42.5,8.7,84.38,0.48,4.98,1.46,85648.42
2015,"SI0302",53784,48.25,42.8,8.95,83.6,0.5,5.4,1.55,84351.97
2016,"SI0302",53967,48.24,43,9.2,82.82,0.52,5.82,1.64,89499.57
2017,"SI0302",54150,48.23,43.3,9.45,82.04,0.54,6.24,1.73,98188.99
2018,"SI0302",54333,48.22,43.6,9.7,81.26,0.56,6.66,1.82,100938.38
2019,"SI0302",54516,48.21,43.8,9.95,80.48,0.58,7.08,1.91,100181.43
2020,"SI0302",54699,48.22,44.1,10.18,79.68,0.58,7.45,2.11,107342.49
2010,"SI0303",29916,48.44,37.8,10.04,80.84,1.35,6.65,1.12,73542
2011,"SI0303",29993,48.4,38.1,10.29,80.09,1.41,6.9,1.31,73600
2012,"SI0303",30069,48.4,38.5,10.58,79.38,1.42,7.2,1.42,77548
2013,"SI0303",30146,48.4,38.8,10.87,78.67,1.43,7.5,1.53,82240
2014,"SI0303",30223,48.4,39.1,11.16,77.96,1.44,7.8,1.64,86992
2015,"SI0303",30300,48.4,39.5,11.45,77.25,1.45,8.1,1.75,77955
2016,"SI0303",30376,48.4,39.8,11.74,76.54,1.46,8.4,1.86,79107
2017,"SI0303",30453,48.4,40.1,12.03,75.83,1.47,8.7,1.97,87732.55
2018,"SI0303",30530,48.4,40.4,12.32,75.12,1.48,9,2.08,90000.16
2019,"SI0303",30606,48.4,40.8,12.61,74.41,1.49,9.3,2.19,79934
2020,"SI0303",30683,48.36,41.1,12.86,73.69,1.49,9.56,2.4,94193.52
2010,"SI0304",38160,49.08,39.1,6.47,88.05,0.59,3.98,0.92,95805.9
2011,"SI0304",38397,49.09,39.4,6.75,87.41,0.61,4.19,1.04,94561.52
2012,"SI0304",38635,49.08,39.7,7,86.82,0.62,4.38,1.18,93446.67
2013,"SI0304",38872,49.07,40.1,7.25,86.23,0.63,4.57,1.32,89057.39
2014,"SI0304",39110,49.06,40.4,7.5,85.64,0.64,4.76,1.46,92949.63
2015,"SI0304",39347,49.05,40.7,7.75,85.05,0.65,4.95,1.6,94100.36
2016,"SI0304",39584,49.04,41,8,84.46,0.66,5.14,1.74,99771.09
2017,"SI0304",39822,49.03,41.3,8.25,83.87,0.67,5.33,1.88,103434.53
2018,"SI0304",40059,49.02,41.7,8.5,83.28,0.68,5.52,2.02,105511.56
2019,"SI0304",40297,49.01,42,8.75,82.69,0.69,5.71,2.16,112152.95
2020,"SI0304",40534,49,42.3,9.02,82.06,0.74,5.85,2.33,106199.51
2010,"SI0305",16860,52.44,38.4,9.21,83.88,3.16,2.51,1.25,92348.6
2011,"SI0305",16783,52.05,38.7,9.46,83.71,2.96,2.52,1.35,89661.65
2012,"SI0305",16706,51.7,39,9.72,83.52,2.72,2.54,1.5,87708.66
2013,"SI0305",16629,51.35,39.4,9.98,83.33,2.48,2.56,1.65,85839.86
2014,"SI0305",16552,51,39.7,10.24,83.14,2.24,2.58,1.8,86039.39
2015,"SI0305",16474,50.65,40,10.5,82.95,2,2.6,1.95,75746.92
2016,"SI0305",16397,50.3,40.3,10.76,82.76,1.76,2.62,2.1,77803.29
2017,"SI0305",16320,49.95,40.6,11.02,82.57,1.52,2.64,2.25,98106.16
2018,"SI0305",16243,49.6,41,11.28,82.38,1.28,2.66,2.4,100915.41
2019,"SI0305",16166,49.25,41.3,11.54,82.19,1.04,2.68,2.55,85140.83
2020,"SI0305",16089,48.88,41.6,11.75,81.96,0.85,2.73,2.72,111298.05
2010,"SI0391",97,44.33,20.2,45.36,39.18,0,15.46,0,42637.79
2011,"SI0391",97,45.36,21.8,44.33,38.14,0,15.46,2.06,48094.22
2012,"SI0391",97,46.39,23.4,43.3,38.14,0,16.49,2.06,53550.64
2013,"SI0391",96,47.92,25,42.71,37.5,1.04,16.67,2.08,59007.07
2014,"SI0391",96,48.96,26.6,41.67,36.46,1.04,17.71,3.12,64463.49
2015,"SI0391",96,51.04,28.2,40.62,35.42,1.04,17.71,5.21,69919.92
2016,"SI0391",96,52.08,29.8,40.62,35.42,1.04,17.71,5.21,75376.34
2017,"SI0391",96,53.12,31.4,39.58,34.38,1.04,18.75,6.25,80832.77
2018,"SI0391",95,54.74,33,38.95,33.68,2.11,18.95,6.32,86289.19
2019,"SI0391",95,55.79,34.6,37.89,33.68,2.11,20,6.32,91745.62
2020,"SI0391",95,56.84,36.2,36.84,32.63,2.11,20,8.42,97200.85
2010,"SI9561",731,53.9,25.6,21.48,63.34,9.3,0.82,5.06,51346
2011,"SI9561",707,53.89,25.7,22.49,61.81,9.19,0.99,5.52,54009
2012,"SI9561",684,53.8,25.7,23.39,60.23,9.06,1.17,6.14,55956
2013,"SI9561",660,53.64,25.8,24.39,58.79,8.94,1.52,6.36,57069
2014,"SI9561",637,53.53,25.8,25.27,57.14,8.79,1.73,7.06,59773
2015,"SI9561",613,53.51,25.9,26.26,55.63,8.65,1.96,7.5,65909
2016,"SI9561",589,53.48,26,27.33,54.16,8.66,2.04,7.81,67000
2017,"SI9561",566,53.36,26,28.27,52.65,8.48,2.3,8.3,69518.82
2018,"SI9561",542,53.32,26.1,29.15,51.11,8.3,2.58,8.86,72185.54
2019,"SI9561",519,53.18,26.1,30.06,49.71,8.29,2.7,9.25,80313
2020,"SI9561",495,53.13,26.2,31.11,48.08,8.08,3.03,9.7,74286
2010,"SI9591",0,0,0,0,0,0,0,0,0
2011,"SI9591",0,0,0,0,0,0,0,0,0
2012,"SI9591",0,0,0,0,0,0,0,0,0
2013,"SI9591",0,0,0,0,0,0,0,0,0
2014,"SI9591",0,0,0,0,0,0,0,0,0
2015,"SI9591",0,0,0,0,0,0,0,0,0
2016,"SI9591",0,0,0,0,0,0,0,0,0
2017,"SI9591",0,0,0,0,0,0,0,0,0
2018,"SI9591",0,0,0,0,0,0,0,0,0
2019,"SI9591",0,0,0,0,0,0,0,0,0
2020,"SI9591",0,0,0,0,0,0,0,0,0
2010,"SI9592",31,38.71,42.5,32.26,38.71,22.58,0,6.45,125450.25
2011,"SI9592",32,40.62,41.5,31.25,37.5,21.88,0,9.38,124575
2012,"SI9592",34,44.12,40.4,29.41,38.24,20.59,2.94,8.82,123699.75
2013,"SI9592",36,44.44,39.4,27.78,38.89,19.44,5.56,8.33,122824.5
2014,"SI9592",37,48.65,38.3,27.03,40.54,18.92,5.41,8.11,121949.25
2015,"SI9592",38,50,37.3,23.68,39.47,15.79,7.89,13.16,121074
2016,"SI9592",40,52.5,36.3,22.5,40,15,10,12.5,120198.75
2017,"SI9592",42,54.76,35.2,21.43,40.48,14.29,9.52,14.29,119323.5
2018,"SI9592",43,55.81,34.2,20.93,41.86,13.95,11.63,11.63,118448.25
2019,"SI9592",45,57.78,33.1,20,40,11.11,13.33,15.56,117573
2020,"SI9592",46,60.87,32.1,17.39,41.3,10.87,15.22,15.22,96974
2010,"SI9593",0,0,0,0,0,0,0,0,0
2011,"SI9593",0,0,0,0,0,0,0,0,0
2012,"SI9593",1,0,18,0,0,0,0,100,0
2013,"SI9593",1,0,18,0,0,0,0,100,0
2014,"SI9593",2,0,18,0,0,0,0,100,0
2015,"SI9593",2,50,18,0,50,0,0,50,0
2016,"SI9593",3,33.33,18,0,33.33,0,0,66.67,0
2017,"SI9593",4,50,19.2,0,50,0,0,50,0
2018,"SI9593",4,50,22,0,50,0,0,50,0
2019,"SI9593",4,50,24.8,0,50,0,0,50,0
2020,"SI9593",5,60,27.5,0,60,0,0,40,0
